"Name","SMILES","Target_Family","LogP","MolMR","TPSA","HBA","HBD","RotatableBonds","RingCount","NumAromaticRings","NumAliphaticRings","FractionCSP3","LipinskiViolations","AromaticRingFraction","FlexibilityIndex","HeteroatomFraction","TPSA_per_MW"
"Chelerythrine","COC1=CC=C2C(C=[N+](C)C3=C2C=CC2=CC4=C(OCO4)C=C32)=C1OC","Riboswitch",3.717,99.363,40.8,4,0,2,5,4,1,0.19,0,0.8,0.0769230769230769,0.192307692307692,0.117114169092193
"Chelerythrine","COC1=CC=C2C(C=[N+](C)C3=C2C=CC2=CC4=C(OCO4)C=C32)=C1OC","Riboswitch",3.717,99.363,40.8,4,0,2,5,4,1,0.19,0,0.8,0.0769230769230769,0.192307692307692,0.117114169092193
"Chelerythrine","COC1=CC=C2C(C=[N+](C)C3=C2C=CC2=CC4=C(OCO4)C=C32)=C1OC","Riboswitch",3.717,99.363,40.8,4,0,2,5,4,1,0.19,0,0.8,0.0769230769230769,0.192307692307692,0.117114169092193
"Dequalinium","CC1=CC(N)=C2C=CC=CC2=[N+]1CCCCCCCCCC[N+]1=C(C)C=C(N)C2=CC=CC=C12","Riboswitch",6.17,143.521,59.8,2,2,11,4,4,0,0.4,1,1,0.323529411764706,0.117647058823529,0.130945655363298
"Harmane","CC1=NC=CC2=C1NC1=C2C=CC=C1","Riboswitch",3.025,58.337,28.68,1,1,0,3,3,0,0.083,0,1,0,0.142857142857143,0.157386981001613
"Harmane","CC1=NC=CC2=C1NC1=C2C=CC=C1","Other",3.025,58.337,28.68,1,1,0,3,3,0,0.083,0,1,0,0.142857142857143,0.157386981001613
"Harmine","COC1=CC2=C(C=C1)C1=C(N2)C(C)=NC=C1","Riboswitch",3.033,64.889,37.91,2,1,1,3,3,0,0.154,0,1,0.0625,0.1875,0.178608446563519
"Harmine","COC1=CC2=C(C=C1)C1=C(N2)C(C)=NC=C1","Other",3.033,64.889,37.91,2,1,1,3,3,0,0.154,0,1,0.0625,0.1875,0.178608446563519
"Proflavine","NC1=CC2=[NH+]C3=CC(N)=CC=C3C=C2C=C1","Riboswitch",1.971,66.835,66.18,2,2,0,3,3,0,0,0,1,0,0.1875,0.31475316275088
"Proflavine","NC1=CC2=[NH+]C3=CC(N)=CC=C3C=C2C=C1","Riboswitch",1.971,66.835,66.18,2,2,0,3,3,0,0,0,1,0,0.1875,0.31475316275088
"Proflavine","NC1=CC2=[NH+]C3=CC(N)=CC=C3C=C2C=C1","Riboswitch",1.971,66.835,66.18,2,2,0,3,3,0,0,0,1,0,0.1875,0.31475316275088
"Proflavine","NC1=CC2=[NH+]C3=CC(N)=CC=C3C=C2C=C1","Riboswitch",1.971,66.835,66.18,2,2,0,3,3,0,0,0,1,0,0.1875,0.31475316275088
"Proflavine","NC1=CC2=[NH+]C3=CC(N)=CC=C3C=C2C=C1","Riboswitch",1.971,66.835,66.18,2,2,0,3,3,0,0,0,1,0,0.1875,0.31475316275088
"Proflavine","NC1=CC2=[NH+]C3=CC(N)=CC=C3C=C2C=C1","Riboswitch",1.971,66.835,66.18,2,2,0,3,3,0,0,0,1,0,0.1875,0.31475316275088
"Proflavine","NC1=CC2=[NH+]C3=CC(N)=CC=C3C=C2C=C1","Other",1.971,66.835,66.18,2,2,0,3,3,0,0,0,1,0,0.1875,0.31475316275088
"Staurosporine","C[NH2+][C@H]1CC2OC(C)([C@H]1OC)N1C3=CC=CC=C3C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O","Riboswitch",3.328,134.438,74.03,3,2,2,8,5,3,0.321,0,0.625,0.0571428571428571,0.2,0.158336345495338
"Staurosporine","C[NH2+][C@H]1CC2OC(C)([C@H]1OC)N1C3=CC=CC=C3C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O","Other",3.328,134.438,74.03,3,2,2,8,5,3,0.321,0,0.625,0.0571428571428571,0.2,0.158336345495338
"Pentamidine","NC(=[NH2+])C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=[NH2+])C=C1","Ribozyme",-0.756,98.169,121.68,2,4,10,2,2,0,0.263,0,1,0.4,0.24,0.355329208072584
"Methylquinolinium 15","C[N+]1=C2C=CC=CC2=CC=C1C=CC1=CC2=CC=CC=C2N1","mRNA",4.316,92.351,19.67,0,1,2,4,4,0,0.05,0,1,0.0909090909090909,0.0909090909090909,0.0689280583102639
"Methylquinolinium 15","C[N+]1=C2C=CC=CC2=CC=C1C=CC1=CC2=CC=CC=C2N1","Other",4.316,92.351,19.67,0,1,2,4,4,0,0.05,0,1,0.0909090909090909,0.0909090909090909,0.0689280583102639
"Methylquinolinium 16","CCN1C2=C(C=CC=C2)C2=C1C=CC(C=CC1=CC=C3C=CC=CC3=[N+]1C)=C2","mRNA",5.963,119.17,8.81,0,0,3,5,5,0,0.115,1,1,0.107142857142857,0.0714285714285714,0.0242376555776871
"Methylquinolinium 16","CCN1C2=C(C=CC=C2)C2=C1C=CC(C=CC1=CC=C3C=CC=CC3=[N+]1C)=C2","Other",5.963,119.17,8.81,0,0,3,5,5,0,0.115,1,1,0.107142857142857,0.0714285714285714,0.0242376555776871
"Methylquinolinium 22","C[NH+]1CCN(CC1)C1=C2C=CC=CC2=[N+](C)C(C=CC2=CC=C(C=C2)N2CCOCC2)=C1","mRNA",2.006,132.36,24.03,3,1,4,5,3,2,0.37,0,0.6,0.125,0.15625,0.0558063707047906
"Methylquinolinium 22","C[NH+]1CCN(CC1)C1=C2C=CC=CC2=[N+](C)C(C=CC2=CC=C(C=C2)N2CCOCC2)=C1","Other",2.006,132.36,24.03,3,1,4,5,3,2,0.37,0,0.6,0.125,0.15625,0.0558063707047906
"Methylquinolinium 23","C[NH+]1CCN(CC1)C1=C2C=CC=CC2=[N+](C)C(C=CC2=CC3=CC=CC=C3N2)=C1","mRNA",2.651,121.184,27.35,1,2,3,5,4,1,0.24,0,0.8,0.103448275862069,0.137931034482759,0.0711263448340429
"Methylquinolinium 23","C[NH+]1CCN(CC1)C1=C2C=CC=CC2=[N+](C)C(C=CC2=CC3=CC=CC=C3N2)=C1","mRNA",2.651,121.184,27.35,1,2,3,5,4,1,0.24,0,0.8,0.103448275862069,0.137931034482759,0.0711263448340429
"Methylquinolinium 23","C[NH+]1CCN(CC1)C1=C2C=CC=CC2=[N+](C)C(C=CC2=CC3=CC=CC=C3N2)=C1","Other",2.651,121.184,27.35,1,2,3,5,4,1,0.24,0,0.8,0.103448275862069,0.137931034482759,0.0711263448340429
"Methylquinolinium 24","CCN1C2=C(C=CC=C2)C2=C1C=CC(C=CC1=CC(N3CC[NH+](C)CC3)=C3C=CC=CC3=[N+]1C)=C2","mRNA",4.297,148.004,16.49,1,1,4,6,5,1,0.258,0,0.833333333333333,0.114285714285714,0.114285714285714,0.035643187698453
"Methylquinolinium 24","CCN1C2=C(C=CC=C2)C2=C1C=CC(C=CC1=CC(N3CC[NH+](C)CC3)=C3C=CC=CC3=[N+]1C)=C2","mRNA",4.297,148.004,16.49,1,1,4,6,5,1,0.258,0,0.833333333333333,0.114285714285714,0.114285714285714,0.035643187698453
"Methylquinolinium 24","CCN1C2=C(C=CC=C2)C2=C1C=CC(C=CC1=CC(N3CC[NH+](C)CC3)=C3C=CC=CC3=[N+]1C)=C2","Other",4.297,148.004,16.49,1,1,4,6,5,1,0.258,0,0.833333333333333,0.114285714285714,0.114285714285714,0.035643187698453
"Compound 1","NC1=CC=C(C=C1)C1=CC2=CC=C(C=C2N1)C1=[NH+]CCN1","mRNA",0.847,86.089,67.81,2,4,2,4,3,1,0.118,0,0.75,0.0952380952380952,0.19047619047619,0.244491636951012
"Compound 2","NC(=[NH2+])C1=CC=C(NC2=CC=C(C=C2)C2=CC3=CC=C(C=C3N2)C(N)=[NH2+])C=C1","mRNA",0.507,113.903,131.04,1,6,5,4,4,0,0,1,1,0.178571428571429,0.214285714285714,0.353722399179399
"Compound 2","NC(=[NH2+])C1=CC=C(NC2=CC=C(C=C2)C2=CC3=CC=C(C=C3N2)C(N)=[NH2+])C=C1","Other",0.507,113.903,131.04,1,6,5,4,4,0,0,1,1,0.178571428571429,0.214285714285714,0.353722399179399
"Compound 2","NC(=[NH2+])C1=CC=C(NC2=CC=C(C=C2)C2=CC3=CC=C(C=C3N2)C(N)=[NH2+])C=C1","mRNA",0.507,113.903,131.04,1,6,5,4,4,0,0,1,1,0.178571428571429,0.214285714285714,0.353722399179399
