"Name","SMILES","Target_Family","LogP","MolMR","TPSA","HBA","HBD","RotatableBonds","RingCount","NumAromaticRings","NumAliphaticRings","FractionCSP3","LipinskiViolations","AromaticRingFraction","FlexibilityIndex","HeteroatomFraction","TPSA_per_MW"
"Compound 2","NC(=[NH2+])C1=CC=C(NC2=CC=C(C=C2)C2=CC3=CC=C(C=C3N2)C(N)=[NH2+])C=C1","mRNA",0.507,113.903,131.04,1,6,5,4,4,0,0,1,1,0.178571428571429,0.214285714285714,0.353722399179399
"Compound 2","NC(=[NH2+])C1=CC=C(NC2=CC=C(C=C2)C2=CC3=CC=C(C=C3N2)C(N)=[NH2+])C=C1","Other",0.507,113.903,131.04,1,6,5,4,4,0,0,1,1,0.178571428571429,0.214285714285714,0.353722399179399
"Compound 2","NC(=[NH2+])C1=CC=C(NC2=CC=C(C=C2)C2=CC3=CC=C(C=C3N2)C(N)=[NH2+])C=C1","Repeat.RNA",0.507,113.903,131.04,1,6,5,4,4,0,0,1,1,0.178571428571429,0.214285714285714,0.353722399179399
"Compound 2","NC(=[NH2+])C1=CC=C(NC2=CC=C(C=C2)C2=CC3=CC=C(C=C3N2)C(N)=[NH2+])C=C1","Other",0.507,113.903,131.04,1,6,5,4,4,0,0,1,1,0.178571428571429,0.214285714285714,0.353722399179399
"Compound 2","NC(=[NH2+])C1=CC=C(NC2=CC=C(C=C2)C2=CC3=CC=C(C=C3N2)C(N)=[NH2+])C=C1","Other",0.507,113.903,131.04,1,6,5,4,4,0,0,1,1,0.178571428571429,0.214285714285714,0.353722399179399
"Compound 2","NC(=[NH2+])C1=CC=C(NC2=CC=C(C=C2)C2=CC3=CC=C(C=C3N2)C(N)=[NH2+])C=C1","G.Quadruplex",0.507,113.903,131.04,1,6,5,4,4,0,0,1,1,0.178571428571429,0.214285714285714,0.353722399179399
"Compound 2","NC(=[NH2+])C1=CC=C(NC2=CC=C(C=C2)C2=CC3=CC=C(C=C3N2)C(N)=[NH2+])C=C1","Other",0.507,113.903,131.04,1,6,5,4,4,0,0,1,1,0.178571428571429,0.214285714285714,0.353722399179399
"Compound 4","NC(=[NH2+])C1=CC=C(NC2=CC=C(C=C2)C2=CC3=CC=C(C=C3N2)C(N)=[NH2+])C=C1","mRNA",0.507,113.903,131.04,1,6,5,4,4,0,0,1,1,0.178571428571429,0.214285714285714,0.353722399179399
"RGB-1","O=C1N2CC3=NC4=C(C(=CS4)C4=CC=CO4)C(=O)N3CC2=NC2=C1C(=CS2)C1=CC=CO1","G.Quadruplex",4.159,121.368,96.06,8,0,2,7,6,1,0.091,0,0.857142857142857,0.0625,0.3125,0.208601160487822
"RGB-1","O=C1N2CC3=NC4=C(C(=CS4)C4=CC=CO4)C(=O)N3CC2=NC2=C1C(=CS2)C1=CC=CO1","G.Quadruplex",4.159,121.368,96.06,8,0,2,7,6,1,0.091,0,0.857142857142857,0.0625,0.3125,0.208601160487822
"RGB-1","O=C1N2CC3=NC4=C(C(=CS4)C4=CC=CO4)C(=O)N3CC2=NC2=C1C(=CS2)C1=CC=CO1","Other",4.159,121.368,96.06,8,0,2,7,6,1,0.091,0,0.857142857142857,0.0625,0.3125,0.208601160487822
"RGB-1","O=C1N2CC3=NC4=C(C(=CS4)C4=CC=CO4)C(=O)N3CC2=NC2=C1C(=CS2)C1=CC=CO1","Other",4.159,121.368,96.06,8,0,2,7,6,1,0.091,0,0.857142857142857,0.0625,0.3125,0.208601160487822
"RGB-1","O=C1N2CC3=NC4=C(C(=CS4)C4=CC=CO4)C(=O)N3CC2=NC2=C1C(=CS2)C1=CC=CO1","G.Quadruplex",4.159,121.368,96.06,8,0,2,7,6,1,0.091,0,0.857142857142857,0.0625,0.3125,0.208601160487822
"RGB-1","O=C1N2CC3=NC4=C(C(=CS4)C4=CC=CO4)C(=O)N3CC2=NC2=C1C(=CS2)C1=CC=CO1","G.Quadruplex",4.159,121.368,96.06,8,0,2,7,6,1,0.091,0,0.857142857142857,0.0625,0.3125,0.208601160487822
"RGB-1","O=C1N2CC3=NC4=C(C(=CS4)C4=CC=CO4)C(=O)N3CC2=NC2=C1C(=CS2)C1=CC=CO1","G.Quadruplex",4.159,121.368,96.06,8,0,2,7,6,1,0.091,0,0.857142857142857,0.0625,0.3125,0.208601160487822
"RGB-1","O=C1N2CC3=NC4=C(C(=CS4)C4=CC=CO4)C(=O)N3CC2=NC2=C1C(=CS2)C1=CC=CO1","G.Quadruplex",4.159,121.368,96.06,8,0,2,7,6,1,0.091,0,0.857142857142857,0.0625,0.3125,0.208601160487822
"RGB-1","O=C1N2CC3=NC4=C(C(=CS4)C4=CC=CO4)C(=O)N3CC2=NC2=C1C(=CS2)C1=CC=CO1","G.Quadruplex",4.159,121.368,96.06,8,0,2,7,6,1,0.091,0,0.857142857142857,0.0625,0.3125,0.208601160487822
"RGB-1","O=C1N2CC3=NC4=C(C(=CS4)C4=CC=CO4)C(=O)N3CC2=NC2=C1C(=CS2)C1=CC=CO1","Other",4.159,121.368,96.06,8,0,2,7,6,1,0.091,0,0.857142857142857,0.0625,0.3125,0.208601160487822
"RGB-1","O=C1N2CC3=NC4=C(C(=CS4)C4=CC=CO4)C(=O)N3CC2=NC2=C1C(=CS2)C1=CC=CO1","Other",4.159,121.368,96.06,8,0,2,7,6,1,0.091,0,0.857142857142857,0.0625,0.3125,0.208601160487822
"Benzimidazole 1 (2014)","C[NH+]1CCN(CC1)C1=CC=C2NC(=NC2=C1)C1=CC(=C(OCCCC(=O)NCCCN=[N+]=[N-])C(=C1)C(C)(C)C)C(C)(C)C","miRNA",5.135,174.132,123.45,5,3,11,4,3,1,0.576,2,0.75,0.255813953488372,0.232558139534884,0.209305046209875
"Benzimidazole 1 (2014)","C[NH+]1CCN(CC1)C1=CC=C2NC(=NC2=C1)C1=CC(=C(OCCCC(=O)NCCCN=[N+]=[N-])C(=C1)C(C)(C)C)C(C)(C)C","miRNA",5.135,174.132,123.45,5,3,11,4,3,1,0.576,2,0.75,0.255813953488372,0.232558139534884,0.209305046209875
"Benzimidazole 1 (2014)","C[NH+]1CCN(CC1)C1=CC=C2NC(=NC2=C1)C1=CC(=C(OCCCC(=O)NCCCN=[N+]=[N-])C(=C1)C(C)(C)C)C(C)(C)C","miRNA",5.135,174.132,123.45,5,3,11,4,3,1,0.576,2,0.75,0.255813953488372,0.232558139534884,0.209305046209875
"Benzimidazole 1 (2014)","C[NH+]1CCN(CC1)C1=CC=C2NC(=NC2=C1)C1=CC(=C(OCCCC(=O)NCCCN=[N+]=[N-])C(=C1)C(C)(C)C)C(C)(C)C","Other",5.135,174.132,123.45,5,3,11,4,3,1,0.576,2,0.75,0.255813953488372,0.232558139534884,0.209305046209875
"Benzimidazole 1 (2014)","C[NH+]1CCN(CC1)C1=CC=C2NC(=NC2=C1)C1=CC(=C(OCCCC(=O)NCCCN=[N+]=[N-])C(=C1)C(C)(C)C)C(C)(C)C","Other",5.135,174.132,123.45,5,3,11,4,3,1,0.576,2,0.75,0.255813953488372,0.232558139534884,0.209305046209875
"D6","NC(=[NH2+])NC1=CC=C(OC(=O)C2=CC=C(NC(N)=[NH2+])C=C2)C=C1","Repeat.RNA",-2.123,87.328,153.58,2,6,4,2,2,0,0,1,1,0.173913043478261,0.347826086956522,0.488565257086868
"D6","NC(=[NH2+])NC1=CC=C(OC(=O)C2=CC=C(NC(N)=[NH2+])C=C2)C=C1","Repeat.RNA",-2.123,87.328,153.58,2,6,4,2,2,0,0,1,1,0.173913043478261,0.347826086956522,0.488565257086868
"Hydroxyellipticine 1a","CC1=C2C=C[N+](CC[NH+]3CCCCC3)=CC2=C(C)C2=C1NC1=C2C=C(O)C=C1","Other",3.153,114.059,44.34,1,3,3,5,4,1,0.375,0,0.8,0.107142857142857,0.142857142857143,0.118077525325153
"Hydroxyellipticine 1a","CC1=C2C=C[N+](CC[NH+]3CCCCC3)=CC2=C(C)C2=C1NC1=C2C=C(O)C=C1","Repeat.RNA",3.153,114.059,44.34,1,3,3,5,4,1,0.375,0,0.8,0.107142857142857,0.142857142857143,0.118077525325153
"Hydroxyellipticine 1a","CC1=C2C=C[N+](CC[NH+]3CCCCC3)=CC2=C(C)C2=C1NC1=C2C=C(O)C=C1","Repeat.RNA",3.153,114.059,44.34,1,3,3,5,4,1,0.375,0,0.8,0.107142857142857,0.142857142857143,0.118077525325153
"Hydroxyellipticine 1a","CC1=C2C=C[N+](CC[NH+]3CCCCC3)=CC2=C(C)C2=C1NC1=C2C=C(O)C=C1","tRNA",3.153,114.059,44.34,1,3,3,5,4,1,0.375,0,0.8,0.107142857142857,0.142857142857143,0.118077525325153
"Hydroxyellipticine 1a","CC1=C2C=C[N+](CC[NH+]3CCCCC3)=CC2=C(C)C2=C1NC1=C2C=C(O)C=C1","Repeat.RNA",3.153,114.059,44.34,1,3,3,5,4,1,0.375,0,0.8,0.107142857142857,0.142857142857143,0.118077525325153
"Hydroxyellipticine 1a","CC1=C2C=C[N+](CC[NH+]3CCCCC3)=CC2=C(C)C2=C1NC1=C2C=C(O)C=C1","tRNA",3.153,114.059,44.34,1,3,3,5,4,1,0.375,0,0.8,0.107142857142857,0.142857142857143,0.118077525325153
"Hydroxyellipticine 1a","CC1=C2C=C[N+](CC[NH+]3CCCCC3)=CC2=C(C)C2=C1NC1=C2C=C(O)C=C1","Other",3.153,114.059,44.34,1,3,3,5,4,1,0.375,0,0.8,0.107142857142857,0.142857142857143,0.118077525325153
"Hydroxyellipticine 1a","CC1=C2C=C[N+](CC[NH+]3CCCCC3)=CC2=C(C)C2=C1NC1=C2C=C(O)C=C1","G.Quadruplex",3.153,114.059,44.34,1,3,3,5,4,1,0.375,0,0.8,0.107142857142857,0.142857142857143,0.118077525325153
"Hydroxyellipticine 1a","CC1=C2C=C[N+](CC[NH+]3CCCCC3)=CC2=C(C)C2=C1NC1=C2C=C(O)C=C1","Other",3.153,114.059,44.34,1,3,3,5,4,1,0.375,0,0.8,0.107142857142857,0.142857142857143,0.118077525325153
"Hydroxyellipticine 1a","CC1=C2C=C[N+](CC[NH+]3CCCCC3)=CC2=C(C)C2=C1NC1=C2C=C(O)C=C1","Repeat.RNA",3.153,114.059,44.34,1,3,3,5,4,1,0.375,0,0.8,0.107142857142857,0.142857142857143,0.118077525325153
"Hydroxyellipticine 1a","CC1=C2C=C[N+](CC[NH+]3CCCCC3)=CC2=C(C)C2=C1NC1=C2C=C(O)C=C1","Other",3.153,114.059,44.34,1,3,3,5,4,1,0.375,0,0.8,0.107142857142857,0.142857142857143,0.118077525325153
"Hydroxyellipticine 1a","CC1=C2C=C[N+](CC[NH+]3CCCCC3)=CC2=C(C)C2=C1NC1=C2C=C(O)C=C1","Other",3.153,114.059,44.34,1,3,3,5,4,1,0.375,0,0.8,0.107142857142857,0.142857142857143,0.118077525325153
"Hydroxyellipticine 1a","CC1=C2C=C[N+](CC[NH+]3CCCCC3)=CC2=C(C)C2=C1NC1=C2C=C(O)C=C1","Other",3.153,114.059,44.34,1,3,3,5,4,1,0.375,0,0.8,0.107142857142857,0.142857142857143,0.118077525325153
"Hydroxyellipticine 1a","CC1=C2C=C[N+](CC[NH+]3CCCCC3)=CC2=C(C)C2=C1NC1=C2C=C(O)C=C1","Other",3.153,114.059,44.34,1,3,3,5,4,1,0.375,0,0.8,0.107142857142857,0.142857142857143,0.118077525325153
"Benzimidazole 1 (2015)","[O-][N+](=O)C1=CC=C2NC(CCCC3=NC4=CC(=CC=C4N3)[N+]([O-])=O)=NC2=C1","Other",3.431,97.521,143.64,6,2,6,4,4,0,0.176,0,1,0.222222222222222,0.37037037037037,0.392097986280392
"Benzimidazole 1 (2015)","[O-][N+](=O)C1=CC=C2NC(CCCC3=NC4=CC(=CC=C4N3)[N+]([O-])=O)=NC2=C1","Repeat.RNA",3.431,97.521,143.64,6,2,6,4,4,0,0.176,0,1,0.222222222222222,0.37037037037037,0.392097986280392
"Benzimidazole 1 (2015)","[O-][N+](=O)C1=CC=C2NC(CCCC3=NC4=CC(=CC=C4N3)[N+]([O-])=O)=NC2=C1","Other",3.431,97.521,143.64,6,2,6,4,4,0,0.176,0,1,0.222222222222222,0.37037037037037,0.392097986280392
"Benzimidazole 16 (2015)","O=C(NC1=CC=C(C=C1)C1=NC2=CC(NC(=O)C3=CC=CO3)=CC=C2N1)C1=CC=CO1","Other",4.921,114.852,113.16,5,3,5,5,5,0,0,0,1,0.161290322580645,0.258064516129032,0.274390465683006
"Benzimidazole 16 (2015)","O=C(NC1=CC=C(C=C1)C1=NC2=CC(NC(=O)C3=CC=CO3)=CC=C2N1)C1=CC=CO1","Repeat.RNA",4.921,114.852,113.16,5,3,5,5,5,0,0,0,1,0.161290322580645,0.258064516129032,0.274390465683006
"Benzimidazole 16 (2015)","O=C(NC1=CC=C(C=C1)C1=NC2=CC(NC(=O)C3=CC=CO3)=CC=C2N1)C1=CC=CO1","Other",4.921,114.852,113.16,5,3,5,5,5,0,0,0,1,0.161290322580645,0.258064516129032,0.274390465683006
"Benzimidazole 17 (2015)","ClC1=CC=C(C=C1)C1=CC=C(O1)C(=O)NC1=CC=C(C=C1)C1=NC2=CC=CC=C2N1","Other",6.396,118.637,70.92,3,2,4,5,5,0,0,1,1,0.133333333333333,0.2,0.171360640210311
"Benzimidazole 17 (2015)","ClC1=CC=C(C=C1)C1=CC=C(O1)C(=O)NC1=CC=C(C=C1)C1=NC2=CC=CC=C2N1","Repeat.RNA",6.396,118.637,70.92,3,2,4,5,5,0,0,1,1,0.133333333333333,0.2,0.171360640210311
"Benzimidazole 17 (2015)","ClC1=CC=C(C=C1)C1=CC=C(O1)C(=O)NC1=CC=C(C=C1)C1=NC2=CC=CC=C2N1","Other",6.396,118.637,70.92,3,2,4,5,5,0,0,1,1,0.133333333333333,0.2,0.171360640210311
"H1","NC1=CC(=CC=C1)C1=NC2=CC(=CC=C2N1)C1=CC=C2NC(=NC2=C1)C1=CC(N)=CC=C1","Repeat.RNA",5.605,130.878,109.4,4,4,3,6,6,0,0,1,1,0.09375,0.1875,0.26267263402547
"H1","NC1=CC(=CC=C1)C1=NC2=CC(=CC=C2N1)C1=CC=C2NC(=NC2=C1)C1=CC(N)=CC=C1","Other",5.605,130.878,109.4,4,4,3,6,6,0,0,1,1,0.09375,0.1875,0.26267263402547
"H1","NC1=CC(=CC=C1)C1=NC2=CC(=CC=C2N1)C1=CC=C2NC(=NC2=C1)C1=CC(N)=CC=C1","Other",5.605,130.878,109.4,4,4,3,6,6,0,0,1,1,0.09375,0.1875,0.26267263402547
"H1","NC1=CC(=CC=C1)C1=NC2=CC(=CC=C2N1)C1=CC=C2NC(=NC2=C1)C1=CC(N)=CC=C1","Repeat.RNA",5.605,130.878,109.4,4,4,3,6,6,0,0,1,1,0.09375,0.1875,0.26267263402547
"H1","NC1=CC(=CC=C1)C1=NC2=CC(=CC=C2N1)C1=CC=C2NC(=NC2=C1)C1=CC(N)=CC=C1","Other",5.605,130.878,109.4,4,4,3,6,6,0,0,1,1,0.09375,0.1875,0.26267263402547
"Lomofungin","COC(=O)C1=C2[NH+]=C3C([O-])=CC(=O)C(C=O)=C3[N-]C2=C([O-])C=C1","Repeat.RNA",-1.178,72.335,134.8,6,0,2,3,1,2,0.067,0,0.333333333333333,0.0869565217391304,0.347826086956522,0.431723338361565
"Lomofungin","COC(=O)C1=C2[NH+]=C3C([O-])=CC(=O)C(C=O)=C3[N-]C2=C([O-])C=C1","Repeat.RNA",-1.178,72.335,134.8,6,0,2,3,1,2,0.067,0,0.333333333333333,0.0869565217391304,0.347826086956522,0.431723338361565
"Lomofungin","COC(=O)C1=C2[NH+]=C3C([O-])=CC(=O)C(C=O)=C3[N-]C2=C([O-])C=C1","Other",-1.178,72.335,134.8,6,0,2,3,1,2,0.067,0,0.333333333333333,0.0869565217391304,0.347826086956522,0.431723338361565
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Repeat.RNA",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Other",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Other",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Repeat.RNA",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Other",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Other",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Repeat.RNA",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Repeat.RNA",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Repeat.RNA",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Repeat.RNA",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Repeat.RNA",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","miRNA",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Other",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Other",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Other",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Other",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Other",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"Naphthyridine 2","NC1=NC(N2CCCC2)=C(C#N)C2=CC(=NC(N)=C12)N1CCCC1","Other",1.866,95.972,108.09,7,2,2,4,2,2,0.471,0,0.5,0.0833333333333333,0.291666666666667,0.334225921757307
"p1","O=C(NC1=CC=CC=N1)C1=CC(OCC2=CSC=N2)=CC=C1","Repeat.RNA",3.369,85.078,64.11,5,1,5,3,3,0,0.062,0,1,0.227272727272727,0.272727272727273,0.205899166896835
"p1","O=C(NC1=CC=CC=N1)C1=CC(OCC2=CSC=N2)=CC=C1","Other",3.369,85.078,64.11,5,1,5,3,3,0,0.062,0,1,0.227272727272727,0.272727272727273,0.205899166896835
"p7","FC1=CC=C(C=C1)C(=O)NC1=CC=C(NC(=O)C2=CC=NC=C2)C=N1","Other",3.12,90.78,83.98,4,2,4,3,3,0,0,0,1,0.16,0.28,0.24969820947533
"p7","FC1=CC=C(C=C1)C(=O)NC1=CC=C(NC(=O)C2=CC=NC=C2)C=N1","Other",3.12,90.78,83.98,4,2,4,3,3,0,0,0,1,0.16,0.28,0.24969820947533
"p7","FC1=CC=C(C=C1)C(=O)NC1=CC=C(NC(=O)C2=CC=NC=C2)C=N1","Repeat.RNA",3.12,90.78,83.98,4,2,4,3,3,0,0,0,1,0.16,0.28,0.24969820947533
"p7","FC1=CC=C(C=C1)C(=O)NC1=CC=C(NC(=O)C2=CC=NC=C2)C=N1","tRNA",3.12,90.78,83.98,4,2,4,3,3,0,0,0,1,0.16,0.28,0.24969820947533
"p7","FC1=CC=C(C=C1)C(=O)NC1=CC=C(NC(=O)C2=CC=NC=C2)C=N1","Repeat.RNA",3.12,90.78,83.98,4,2,4,3,3,0,0,0,1,0.16,0.28,0.24969820947533
"Pyrvinium","CN(C)C1=CC2=CC=C(C=CC3=C(C)N(C(C)=C3)C3=CC=CC=C3)[N+](C)=C2C=C1","mRNA",5.308,123.622,12.05,1,0,4,4,4,0,0.192,1,1,0.137931034482759,0.103448275862069,0.0315007149747341
"Pyrvinium","CN(C)C1=CC2=CC=C(C=CC3=C(C)N(C(C)=C3)C3=CC=CC=C3)[N+](C)=C2C=C1","Other",5.308,123.622,12.05,1,0,4,4,4,0,0.192,1,1,0.137931034482759,0.103448275862069,0.0315007149747341
"Pyrvinium","CN(C)C1=CC2=CC=C(C=CC3=C(C)N(C(C)=C3)C3=CC=CC=C3)[N+](C)=C2C=C1","Other",5.308,123.622,12.05,1,0,4,4,4,0,0.192,1,1,0.137931034482759,0.103448275862069,0.0315007149747341
"Pyrvinium","CN(C)C1=CC2=CC=C(C=CC3=C(C)N(C(C)=C3)C3=CC=CC=C3)[N+](C)=C2C=C1","Other",5.308,123.622,12.05,1,0,4,4,4,0,0.192,1,1,0.137931034482759,0.103448275862069,0.0315007149747341
"Pyrvinium","CN(C)C1=CC2=CC=C(C=CC3=C(C)N(C(C)=C3)C3=CC=CC=C3)[N+](C)=C2C=C1","Other",5.308,123.622,12.05,1,0,4,4,4,0,0.192,1,1,0.137931034482759,0.103448275862069,0.0315007149747341
"Pyrvinium","CN(C)C1=CC2=CC=C(C=CC3=C(C)N(C(C)=C3)C3=CC=CC=C3)[N+](C)=C2C=C1","Other",5.308,123.622,12.05,1,0,4,4,4,0,0.192,1,1,0.137931034482759,0.103448275862069,0.0315007149747341
"Pyrvinium","CN(C)C1=CC2=CC=C(C=CC3=C(C)N(C(C)=C3)C3=CC=CC=C3)[N+](C)=C2C=C1","mRNA",5.308,123.622,12.05,1,0,4,4,4,0,0.192,1,1,0.137931034482759,0.103448275862069,0.0315007149747341
"NVS-SM1","CC1(C)CC(CC(C)(C)[NH2+]1)OC1=CC=C(N=N1)C1=CC=C(C=C1O)C1=CNN=C1","mRNA",2.901,110.448,100.53,5,3,4,4,3,1,0.409,0,0.75,0.137931034482759,0.241379310344828,0.254829543294153
"NVS-SM1","CC1(C)CC(CC(C)(C)[NH2+]1)OC1=CC=C(N=N1)C1=CC=C(C=C1O)C1=CNN=C1","mRNA",2.901,110.448,100.53,5,3,4,4,3,1,0.409,0,0.75,0.137931034482759,0.241379310344828,0.254829543294153
"NVS-SM1","CC1(C)CC(CC(C)(C)[NH2+]1)OC1=CC=C(N=N1)C1=CC=C(C=C1O)C1=CNN=C1","Other",2.901,110.448,100.53,5,3,4,4,3,1,0.409,0,0.75,0.137931034482759,0.241379310344828,0.254829543294153
"NVS-SM1","CC1(C)CC(CC(C)(C)[NH2+]1)OC1=CC=C(N=N1)C1=CC=C(C=C1O)C1=CNN=C1","Other",2.901,110.448,100.53,5,3,4,4,3,1,0.409,0,0.75,0.137931034482759,0.241379310344828,0.254829543294153
"NVS-SM2","CN(C1CC(C)(C)[NH2+]C(C)(C)C1)C1=CC=C(N=N1)C1=CC=C(C=C1O)C1=CNN=C1","mRNA",2.959,118.223,94.54,5,3,4,4,3,1,0.435,0,0.75,0.133333333333333,0.233333333333333,0.231976090807819
"IRAB","C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OC(C[NH+](C)C)=CC3=C12","Other",-1.037,91.488,67.11,2,3,6,3,3,0,0.471,0,1,0.260869565217391,0.260869565217391,0.210742828431911
"IRAB","C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OC(C[NH+](C)C)=CC3=C12","HCV.IRES",-1.037,91.488,67.11,2,3,6,3,3,0,0.471,0,1,0.260869565217391,0.260869565217391,0.210742828431911
"IRAB","C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OC(C[NH+](C)C)=CC3=C12","Other",-1.037,91.488,67.11,2,3,6,3,3,0,0.471,0,1,0.260869565217391,0.260869565217391,0.210742828431911
"Benzimidazole 3","C[NH+](C)CCCOC1=CC=C2[NH+]=C(N)N(CCC[NH+](C)C)C2=C1","HCV.IRES",-1.514,92.991,63.2,2,3,9,2,2,0,0.588,0,1,0.391304347826087,0.260869565217391,0.195982969328045
"Benzimidazole 3","C[NH+](C)CCCOC1=CC=C2[NH+]=C(N)N(CCC[NH+](C)C)C2=C1","Other",-1.514,92.991,63.2,2,3,9,2,2,0,0.588,0,1,0.391304347826087,0.260869565217391,0.195982969328045
"Benzimidazole 10","C[NH+](C)CCCOC1=CC=C2N=C3NCC(C[NH+](C)C)CN3C2=C1","HCV.IRES",-0.864,97.18,47.96,3,3,7,3,2,1,0.611,0,0.666666666666667,0.291666666666667,0.25,0.143816720642917
"Benzimidazole 10","C[NH+](C)CCCOC1=CC=C2N=C3NCC(C[NH+](C)C)CN3C2=C1","Other",-0.864,97.18,47.96,3,3,7,3,2,1,0.611,0,0.666666666666667,0.291666666666667,0.25,0.143816720642917
"Benzimidazole 11 / Isis-11","C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OC(CC[NH+](C)C)CC3=C12","HCV.IRES",-1.59,95.616,63.2,2,3,7,3,2,1,0.611,0,0.666666666666667,0.291666666666667,0.25,0.188945492812896
"Benzimidazole 11 / Isis-11","C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OC(CC[NH+](C)C)CC3=C12","HCV.IRES",-1.59,95.616,63.2,2,3,7,3,2,1,0.611,0,0.666666666666667,0.291666666666667,0.25,0.188945492812896
"Benzimidazole 11 / Isis-11","C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OC(CC[NH+](C)C)CC3=C12","Other",-1.59,95.616,63.2,2,3,7,3,2,1,0.611,0,0.666666666666667,0.291666666666667,0.25,0.188945492812896
"Benzimidazole 12","C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OCC(C[NH+](C)C)CC3=C12","HCV.IRES",-1.732,95.568,63.2,2,3,6,3,2,1,0.611,0,0.666666666666667,0.25,0.25,0.188945492812896
