"Target_Family","LogP","MolMR","TPSA","HBA","HBD","RotatableBonds","RingCount","NumAromaticRings","NumAliphaticRings","FractionCSP3","LipinskiViolations","AromaticRingFraction","FlexibilityIndex","HeteroatomFraction","TPSA_per_MW"
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"G.Quadruplex",3.216,129.162,74.46,4,2,7,6,5,1,0.346,0,0.833333333333333,0.212121212121212,0.212121212121212,0.168245711948699
"G.Quadruplex",3.216,129.162,74.46,4,2,7,6,5,1,0.346,0,0.833333333333333,0.212121212121212,0.212121212121212,0.168245711948699
"G.Quadruplex",3.216,129.162,74.46,4,2,7,6,5,1,0.346,0,0.833333333333333,0.212121212121212,0.212121212121212,0.168245711948699
"G.Quadruplex",3.216,129.162,74.46,4,2,7,6,5,1,0.346,0,0.833333333333333,0.212121212121212,0.212121212121212,0.168245711948699
"Other",3.216,129.162,74.46,4,2,7,6,5,1,0.346,0,0.833333333333333,0.212121212121212,0.212121212121212,0.168245711948699
"G.Quadruplex",3.216,129.162,74.46,4,2,7,6,5,1,0.346,0,0.833333333333333,0.212121212121212,0.212121212121212,0.168245711948699
"Other",3.216,129.162,74.46,4,2,7,6,5,1,0.346,0,0.833333333333333,0.212121212121212,0.212121212121212,0.168245711948699
"Other",3.216,129.162,74.46,4,2,7,6,5,1,0.346,0,0.833333333333333,0.212121212121212,0.212121212121212,0.168245711948699
"G.Quadruplex",3.216,129.162,74.46,4,2,7,6,5,1,0.346,0,0.833333333333333,0.212121212121212,0.212121212121212,0.168245711948699
"mRNA",3.216,129.162,74.46,4,2,7,6,5,1,0.346,0,0.833333333333333,0.212121212121212,0.212121212121212,0.168245711948699
"G.Quadruplex",3.216,129.162,74.46,4,2,7,6,5,1,0.346,0,0.833333333333333,0.212121212121212,0.212121212121212,0.168245711948699
"G.Quadruplex",3.216,129.162,74.46,4,2,7,6,5,1,0.346,0,0.833333333333333,0.212121212121212,0.212121212121212,0.168245711948699
"Other",3.216,129.162,74.46,4,2,7,6,5,1,0.346,0,0.833333333333333,0.212121212121212,0.212121212121212,0.168245711948699
"G.Quadruplex",3.216,129.162,74.46,4,2,7,6,5,1,0.346,0,0.833333333333333,0.212121212121212,0.212121212121212,0.168245711948699
"Other",0.43,112.704,106.09,6,3,3,5,3,2,0.348,0,0.6,0.0967741935483871,0.258064516129032,0.251123772371888
"Other",0.43,112.704,106.09,6,3,3,5,3,2,0.348,0,0.6,0.0967741935483871,0.258064516129032,0.251123772371888
"Other",0.43,112.704,106.09,6,3,3,5,3,2,0.348,0,0.6,0.0967741935483871,0.258064516129032,0.251123772371888
"Other",0.43,112.704,106.09,6,3,3,5,3,2,0.348,0,0.6,0.0967741935483871,0.258064516129032,0.251123772371888
"Other",0.43,112.704,106.09,6,3,3,5,3,2,0.348,0,0.6,0.0967741935483871,0.258064516129032,0.251123772371888
"mRNA",-1.443,191.952,253.14,3,9,18,6,3,3,0.447,2,0.5,0.36,0.24,0.366896151895065
"mRNA",-1.443,191.952,253.14,3,9,18,6,3,3,0.447,2,0.5,0.36,0.24,0.366896151895065
"Repeat.RNA",-4.365,140.457,284.17,9,10,10,3,3,0,0.273,1,1,0.277777777777778,0.388888888888889,0.573362656874218
"Other",-4.365,140.457,284.17,9,10,10,3,3,0,0.273,1,1,0.277777777777778,0.388888888888889,0.573362656874218
"Repeat.RNA",-3.585,149.691,284.17,9,10,12,3,3,0,0.333,2,1,0.315789473684211,0.368421052631579,0.542646761152931
"Other",-3.585,149.691,284.17,9,10,12,3,3,0,0.333,2,1,0.315789473684211,0.368421052631579,0.542646761152931
"Repeat.RNA",-4.365,140.457,284.17,9,10,10,3,3,0,0.273,1,1,0.277777777777778,0.388888888888889,0.573362656874218
"Other",-4.365,140.457,284.17,9,10,10,3,3,0,0.273,1,1,0.277777777777778,0.388888888888889,0.573362656874218
"Repeat.RNA",-3.585,149.691,284.17,9,10,12,3,3,0,0.333,2,1,0.315789473684211,0.368421052631579,0.542646761152931
"Other",-3.585,149.691,284.17,9,10,12,3,3,0,0.333,2,1,0.315789473684211,0.368421052631579,0.542646761152931
"Repeat.RNA",-0.957,179.822,221.58,8,8,20,4,4,0,0.438,2,1,0.434782608695652,0.304347826086957,0.34903612597939
"tRNA",-0.957,179.822,221.58,8,8,20,4,4,0,0.438,2,1,0.434782608695652,0.304347826086957,0.34903612597939
"Repeat.RNA",-0.957,179.822,221.58,8,8,20,4,4,0,0.438,2,1,0.434782608695652,0.304347826086957,0.34903612597939
"Other",-0.957,179.822,221.58,8,8,20,4,4,0,0.438,2,1,0.434782608695652,0.304347826086957,0.34903612597939
"Repeat.RNA",-1.605,155.919,217.78,8,7,15,4,4,0,0.37,2,1,0.375,0.325,0.39544883388171
"Repeat.RNA",-1.605,155.919,217.78,8,7,15,4,4,0,0.37,2,1,0.375,0.325,0.39544883388171
"Repeat.RNA",-1.605,155.919,217.78,8,7,15,4,4,0,0.37,2,1,0.375,0.325,0.39544883388171
"Repeat.RNA",-1.605,155.919,217.78,8,7,15,4,4,0,0.37,2,1,0.375,0.325,0.39544883388171
"HIV.TAR",-1.605,155.919,217.78,8,7,15,4,4,0,0.37,2,1,0.375,0.325,0.39544883388171
"Repeat.RNA",-0.764,183.465,247.92,10,8,18,5,5,0,0.344,2,1,0.375,0.333333333333333,0.376888088925644
"Repeat.RNA",-0.764,183.465,247.92,10,8,18,5,5,0,0.344,2,1,0.375,0.333333333333333,0.376888088925644
"Other",-0.764,183.465,247.92,10,8,18,5,5,0,0.344,2,1,0.375,0.333333333333333,0.376888088925644
"Repeat.RNA",-0.764,183.465,247.92,10,8,18,5,5,0,0.344,2,1,0.375,0.333333333333333,0.376888088925644
"HIV.TAR",-0.764,183.465,247.92,10,8,18,5,5,0,0.344,2,1,0.375,0.333333333333333,0.376888088925644
"Repeat.RNA",-4.801,144.789,283.22,10,10,14,3,3,0,0.364,2,1,0.368421052631579,0.421052631578947,0.537768343023366
"Repeat.RNA",-4.801,144.789,283.22,10,10,14,3,3,0,0.364,2,1,0.368421052631579,0.421052631578947,0.537768343023366
"Repeat.RNA",-4.801,144.789,283.22,10,10,14,3,3,0,0.364,2,1,0.368421052631579,0.421052631578947,0.537768343023366
"Repeat.RNA",-4.801,144.789,283.22,10,10,14,3,3,0,0.364,2,1,0.368421052631579,0.421052631578947,0.537768343023366
"Repeat.RNA",-4.801,144.789,283.22,10,10,14,3,3,0,0.364,2,1,0.368421052631579,0.421052631578947,0.537768343023366
"HIV.TAR",-4.801,144.789,283.22,10,10,14,3,3,0,0.364,2,1,0.368421052631579,0.421052631578947,0.537768343023366
"Other",-4.801,144.789,283.22,10,10,14,3,3,0,0.364,2,1,0.368421052631579,0.421052631578947,0.537768343023366
"Other",-4.801,144.789,283.22,10,10,14,3,3,0,0.364,2,1,0.368421052631579,0.421052631578947,0.537768343023366
"tRNA",-4.801,144.789,283.22,10,10,14,3,3,0,0.364,2,1,0.368421052631579,0.421052631578947,0.537768343023366
"Repeat.RNA",-4.801,144.789,283.22,10,10,14,3,3,0,0.364,2,1,0.368421052631579,0.421052631578947,0.537768343023366
"Repeat.RNA",-4.801,144.789,283.22,10,10,14,3,3,0,0.364,2,1,0.368421052631579,0.421052631578947,0.537768343023366
"Repeat.RNA",-4.801,144.789,283.22,10,10,14,3,3,0,0.364,2,1,0.368421052631579,0.421052631578947,0.537768343023366
"Other",-4.801,144.789,283.22,10,10,14,3,3,0,0.364,2,1,0.368421052631579,0.421052631578947,0.537768343023366
"Repeat.RNA",-4.801,144.789,283.22,10,10,14,3,3,0,0.364,2,1,0.368421052631579,0.421052631578947,0.537768343023366
"HIV.TAR",-0.876,190.613,246.99,7,8,17,4,4,0,0.333,2,1,0.34,0.28,0.360663062810482
"Other",-0.876,190.613,246.99,7,8,17,4,4,0,0.333,2,1,0.34,0.28,0.360663062810482
"HIV.TAR",0.547,197.622,233.16,7,8,17,4,4,0,0.351,2,1,0.333333333333333,0.274509803921569,0.333153772842166
"Other",0.547,197.622,233.16,7,8,17,4,4,0,0.351,2,1,0.333333333333333,0.274509803921569,0.333153772842166
"HIV.TAR",-2.647,151.988,239.85,6,8,17,2,2,0,0.5,2,1,0.425,0.35,0.413697108518521
"tRNA",-2.647,151.988,239.85,6,8,17,2,2,0,0.5,2,1,0.425,0.35,0.413697108518521
"HIV.TAR",-2.647,151.988,239.85,6,8,17,2,2,0,0.5,2,1,0.425,0.35,0.413697108518521
"HIV.TAR",-6.584,165.489,311.85,6,12,17,2,2,0,0.423,2,1,0.386363636363636,0.409090909090909,0.490484429065744
"tRNA",-6.584,165.489,311.85,6,12,17,2,2,0,0.423,2,1,0.386363636363636,0.409090909090909,0.490484429065744
"HIV.TAR",-6.584,165.489,311.85,6,12,17,2,2,0,0.423,2,1,0.386363636363636,0.409090909090909,0.490484429065744
"Repeat.RNA",1.336,135.74,187.11,9,6,6,5,3,2,0.333,1,0.6,0.166666666666667,0.333333333333333,0.382197220383852
"Repeat.RNA",1.336,135.74,187.11,9,6,6,5,3,2,0.333,1,0.6,0.166666666666667,0.333333333333333,0.382197220383852
"Repeat.RNA",1.336,135.74,187.11,9,6,6,5,3,2,0.333,1,0.6,0.166666666666667,0.333333333333333,0.382197220383852
"Repeat.RNA",0.312,129.043,187.46,10,5,4,5,2,3,0.444,1,0.4,0.105263157894737,0.289473684210526,0.354679169173601
"Repeat.RNA",0.312,129.043,187.46,10,5,4,5,2,3,0.444,1,0.4,0.105263157894737,0.289473684210526,0.354679169173601
"Repeat.RNA",0.312,129.043,187.46,10,5,4,5,2,3,0.444,1,0.4,0.105263157894737,0.289473684210526,0.354679169173601
"Other",0.312,129.043,187.46,10,5,4,5,2,3,0.444,1,0.4,0.105263157894737,0.289473684210526,0.354679169173601
"Other",3.136,94.277,49.56,3,1,6,3,3,0,0.211,0,1,0.25,0.208333333333333,0.152772468896808
"Other",3.136,94.277,49.56,3,1,6,3,3,0,0.211,0,1,0.25,0.208333333333333,0.152772468896808
"Other",3.136,94.277,49.56,3,1,6,3,3,0,0.211,0,1,0.25,0.208333333333333,0.152772468896808
"Other",3.136,94.277,49.56,3,1,6,3,3,0,0.211,0,1,0.25,0.208333333333333,0.152772468896808
"Other",3.136,94.277,49.56,3,1,6,3,3,0,0.211,0,1,0.25,0.208333333333333,0.152772468896808
"Other",2.326,85.907,75.01,4,2,2,4,2,2,0.412,0,0.5,0.0909090909090909,0.227272727272727,0.253092376524257
"Other",2.326,85.907,75.01,4,2,2,4,2,2,0.412,0,0.5,0.0909090909090909,0.227272727272727,0.253092376524257
"Other",2.326,85.907,75.01,4,2,2,4,2,2,0.412,0,0.5,0.0909090909090909,0.227272727272727,0.253092376524257
"HIV.TAR",2.575,95.989,30.74,2,1,4,4,3,1,0.19,0,0.75,0.166666666666667,0.125,0.0965464390256159
"tRNA",2.575,95.989,30.74,2,1,4,4,3,1,0.19,0,0.75,0.166666666666667,0.125,0.0965464390256159
"HIV.TAR",2.575,95.989,30.74,2,1,4,4,3,1,0.19,0,0.75,0.166666666666667,0.125,0.0965464390256159
"HIV.TAR",2.575,95.989,30.74,2,1,4,4,3,1,0.19,0,0.75,0.166666666666667,0.125,0.0965464390256159
"HIV.TAR",3.423,111.484,51,2,2,6,4,3,1,0.4,0,0.75,0.230769230769231,0.230769230769231,0.105541115507508
"HIV.TAR",3.423,111.484,51,2,2,6,4,3,1,0.4,0,0.75,0.230769230769231,0.230769230769231,0.105541115507508
"tRNA",3.423,111.484,51,2,2,6,4,3,1,0.4,0,0.75,0.230769230769231,0.230769230769231,0.105541115507508
"HIV.TAR",3.423,111.484,51,2,2,6,4,3,1,0.4,0,0.75,0.230769230769231,0.230769230769231,0.105541115507508
"HIV.TAR",3.423,111.484,51,2,2,6,4,3,1,0.4,0,0.75,0.230769230769231,0.230769230769231,0.105541115507508
"HIV.TAR",2.687,83.558,32.74,3,1,3,3,2,1,0.267,0,0.666666666666667,0.130434782608696,0.347826086956522,0.0907397758389411
"tRNA",2.687,83.558,32.74,3,1,3,3,2,1,0.267,0,0.666666666666667,0.130434782608696,0.347826086956522,0.0907397758389411
"HIV.TAR",2.687,83.558,32.74,3,1,3,3,2,1,0.267,0,0.666666666666667,0.130434782608696,0.347826086956522,0.0907397758389411
"HIV.TAR",2.687,83.558,32.74,3,1,3,3,2,1,0.267,0,0.666666666666667,0.130434782608696,0.347826086956522,0.0907397758389411
"G.Quadruplex",3.009,111.556,44.34,1,3,5,4,4,0,0.348,0,1,0.185185185185185,0.148148148148148,0.121979064937209
"G.Quadruplex",3.621,85.626,39.9,1,2,0,4,4,0,0.167,0,1,0,0.142857142857143,0.143863102899977
"Other",4.495,87.132,37.91,2,1,1,4,4,0,0.167,0,1,0.0476190476190476,0.142857142857143,0.137186571566084
"G.Quadruplex",4.495,87.132,37.91,2,1,1,4,4,0,0.167,0,1,0.0476190476190476,0.142857142857143,0.137186571566084
"Other",4.495,87.132,37.91,2,1,1,4,4,0,0.167,0,1,0.0476190476190476,0.142857142857143,0.137186571566084
"Other",4.495,87.132,37.91,2,1,1,4,4,0,0.167,0,1,0.0476190476190476,0.142857142857143,0.137186571566084
"G.Quadruplex",4.495,87.132,37.91,2,1,1,4,4,0,0.167,0,1,0.0476190476190476,0.142857142857143,0.137186571566084
"G.Quadruplex",4.495,87.132,37.91,2,1,1,4,4,0,0.167,0,1,0.0476190476190476,0.142857142857143,0.137186571566084
"G.Quadruplex",4.495,87.132,37.91,2,1,1,4,4,0,0.167,0,1,0.0476190476190476,0.142857142857143,0.137186571566084
"G.Quadruplex",4.495,87.132,37.91,2,1,1,4,4,0,0.167,0,1,0.0476190476190476,0.142857142857143,0.137186571566084
"Repeat.RNA",4.495,87.132,37.91,2,1,1,4,4,0,0.167,0,1,0.0476190476190476,0.142857142857143,0.137186571566084
"G.Quadruplex",4.495,87.132,37.91,2,1,1,4,4,0,0.167,0,1,0.0476190476190476,0.142857142857143,0.137186571566084
"Ribozyme",4.018,104.305,110.8,6,2,4,4,4,0,0.043,0,1,0.137931034482759,0.206896551724138,0.286033658003908
"Ribozyme",4.018,104.305,110.8,6,2,4,4,4,0,0.043,0,1,0.137931034482759,0.206896551724138,0.286033658003908
"Other",4.018,104.305,110.8,6,2,4,4,4,0,0.043,0,1,0.137931034482759,0.206896551724138,0.286033658003908
"Ribozyme",0.557,105.995,127.27,6,4,6,4,3,1,0.273,0,0.75,0.2,0.266666666666667,0.310092440537393
"Ribozyme",0.557,105.995,127.27,6,4,6,4,3,1,0.273,0,0.75,0.2,0.266666666666667,0.310092440537393
"Ribozyme",0.557,105.995,127.27,6,4,6,4,3,1,0.273,0,0.75,0.2,0.266666666666667,0.310092440537393
"Ribozyme",0.557,105.995,127.27,6,4,6,4,3,1,0.273,0,0.75,0.2,0.266666666666667,0.310092440537393
"Ribozyme",0.557,105.995,127.27,6,4,6,4,3,1,0.273,0,0.75,0.2,0.266666666666667,0.310092440537393
"tRNA",0.557,105.995,127.27,6,4,6,4,3,1,0.273,0,0.75,0.2,0.266666666666667,0.310092440537393
"Ribozyme",0.557,105.995,127.27,6,4,6,4,3,1,0.273,0,0.75,0.2,0.266666666666667,0.310092440537393
"Ribozyme",0.557,105.995,127.27,6,4,6,4,3,1,0.273,0,0.75,0.2,0.266666666666667,0.310092440537393
"tRNA",0.557,105.995,127.27,6,4,6,4,3,1,0.273,0,0.75,0.2,0.266666666666667,0.310092440537393
"Other",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"Other",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"Repeat.RNA",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"Other",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"Repeat.RNA",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"tRNA",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"Repeat.RNA",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"Repeat.RNA",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"Repeat.RNA",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"Repeat.RNA",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"Repeat.RNA",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"Repeat.RNA",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"Repeat.RNA",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"Repeat.RNA",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"Other",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"mRNA",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"Other",2.997,81.17,38.77,3,0,3,3,1,2,0.353,0,0.333333333333333,0.142857142857143,0.19047619047619,0.135871565098846
"Repeat.RNA",4.83,124.06,95.42,6,1,4,5,5,0,0.038,0,1,0.125,0.1875,0.225878231228103
"Repeat.RNA",4.83,124.06,95.42,6,1,4,5,5,0,0.038,0,1,0.125,0.1875,0.225878231228103
"Repeat.RNA",4.83,124.06,95.42,6,1,4,5,5,0,0.038,0,1,0.125,0.1875,0.225878231228103
"Repeat.RNA",4.83,124.06,95.42,6,1,4,5,5,0,0.038,0,1,0.125,0.1875,0.225878231228103
"Repeat.RNA",4.83,124.06,95.42,6,1,4,5,5,0,0.038,0,1,0.125,0.1875,0.225878231228103
"Other",4.83,124.06,95.42,6,1,4,5,5,0,0.038,0,1,0.125,0.1875,0.225878231228103
"Other",4.83,124.06,95.42,6,1,4,5,5,0,0.038,0,1,0.125,0.1875,0.225878231228103
"Repeat.RNA",4.83,124.06,95.42,6,1,4,5,5,0,0.038,0,1,0.125,0.1875,0.225878231228103
"Repeat.RNA",4.83,124.06,95.42,6,1,4,5,5,0,0.038,0,1,0.125,0.1875,0.225878231228103
"Repeat.RNA",4.83,124.06,95.42,6,1,4,5,5,0,0.038,0,1,0.125,0.1875,0.225878231228103
"Repeat.RNA",5.593,131.76,95.42,6,1,4,5,5,0,0.038,2,1,0.121212121212121,0.212121212121212,0.190331434407264
"Repeat.RNA",5.593,131.76,95.42,6,1,4,5,5,0,0.038,2,1,0.121212121212121,0.212121212121212,0.190331434407264
"Repeat.RNA",5.593,131.76,95.42,6,1,4,5,5,0,0.038,2,1,0.121212121212121,0.212121212121212,0.190331434407264
"Repeat.RNA",5.593,131.76,95.42,6,1,4,5,5,0,0.038,2,1,0.121212121212121,0.212121212121212,0.190331434407264
"Repeat.RNA",5.593,131.76,95.42,6,1,4,5,5,0,0.038,2,1,0.121212121212121,0.212121212121212,0.190331434407264
"Other",5.593,131.76,95.42,6,1,4,5,5,0,0.038,2,1,0.121212121212121,0.212121212121212,0.190331434407264
"Other",5.593,131.76,95.42,6,1,4,5,5,0,0.038,2,1,0.121212121212121,0.212121212121212,0.190331434407264
"Repeat.RNA",5.593,131.76,95.42,6,1,4,5,5,0,0.038,2,1,0.121212121212121,0.212121212121212,0.190331434407264
"Repeat.RNA",5.593,131.76,95.42,6,1,4,5,5,0,0.038,2,1,0.121212121212121,0.212121212121212,0.190331434407264
"Repeat.RNA",5.593,131.76,95.42,6,1,4,5,5,0,0.038,2,1,0.121212121212121,0.212121212121212,0.190331434407264
"G.Quadruplex",2.565,144.605,103.57,5,2,6,5,5,0,0.069,1,1,0.157894736842105,0.236842105263158,0.205673139171429
"G.Quadruplex",2.565,144.605,103.57,5,2,6,5,5,0,0.069,1,1,0.157894736842105,0.236842105263158,0.205673139171429
"mRNA",2.565,144.605,103.57,5,2,6,5,5,0,0.069,1,1,0.157894736842105,0.236842105263158,0.205673139171429
"G.Quadruplex",4.266,177.412,116.46,6,2,6,7,7,0,0.056,1,1,0.130434782608696,0.217391304347826,0.192599648736344
"G.Quadruplex",4.266,177.412,116.46,6,2,6,7,7,0,0.056,1,1,0.130434782608696,0.217391304347826,0.192599648736344
"mRNA",4.266,177.412,116.46,6,2,6,7,7,0,0.056,1,1,0.130434782608696,0.217391304347826,0.192599648736344
"Other",4.266,177.412,116.46,6,2,6,7,7,0,0.056,1,1,0.130434782608696,0.217391304347826,0.192599648736344
"miRNA",3.385,99.491,40.8,4,0,4,4,3,1,0.286,0,0.75,0.153846153846154,0.192307692307692,0.115774240231548
"G.Quadruplex",5.536,148.22,43.75,3,2,7,6,5,1,0.233,1,0.833333333333333,0.2,0.142857142857143,0.0908307641202911
"Other",5.536,148.22,43.75,3,2,7,6,5,1,0.233,1,0.833333333333333,0.2,0.142857142857143,0.0908307641202911
"Other",5.536,148.22,43.75,3,2,7,6,5,1,0.233,1,0.833333333333333,0.2,0.142857142857143,0.0908307641202911
"Other",5.536,148.22,43.75,3,2,7,6,5,1,0.233,1,0.833333333333333,0.2,0.142857142857143,0.0908307641202911
"G.Quadruplex",4.688,156.483,46.99,4,2,7,6,5,1,0.258,1,0.833333333333333,0.189189189189189,0.162162162162162,0.0920097041943815
"Other",4.688,156.483,46.99,4,2,7,6,5,1,0.258,1,0.833333333333333,0.189189189189189,0.162162162162162,0.0920097041943815
"Other",4.688,156.483,46.99,4,2,7,6,5,1,0.258,1,0.833333333333333,0.189189189189189,0.162162162162162,0.0920097041943815
"Other",4.688,156.483,46.99,4,2,7,6,5,1,0.258,1,0.833333333333333,0.189189189189189,0.162162162162162,0.0920097041943815
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"G.Quadruplex",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"miRNA",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"G.Quadruplex",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"G.Quadruplex",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"tRNA",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"Other",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"G.Quadruplex",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"mRNA",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"G.Quadruplex",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"G.Quadruplex",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"G.Quadruplex",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"G.Quadruplex",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
