"Target_Family","LogP","MolMR","TPSA","HBA","HBD","RotatableBonds","RingCount","NumAromaticRings","NumAliphaticRings","FractionCSP3","LipinskiViolations","AromaticRingFraction","FlexibilityIndex","HeteroatomFraction","TPSA_per_MW"
"Other",1.424,120.61,107.52,7,1,3,4,3,1,0.348,0,0.75,0.0967741935483871,0.258064516129032,0.255699857072532
"HIV.TAR",1.004,113.885,107.52,7,1,4,5,3,2,0.318,0,0.6,0.133333333333333,0.266666666666667,0.265842502163432
"Other",1.004,113.885,107.52,7,1,4,5,3,2,0.318,0,0.6,0.133333333333333,0.266666666666667,0.265842502163432
"HIV.TAR",0.763,102.141,81.5,6,0,3,4,3,1,0.25,0,0.75,0.107142857142857,0.285714285714286,0.213693702197505
"Other",0.763,102.141,81.5,6,0,3,4,3,1,0.25,0,0.75,0.107142857142857,0.285714285714286,0.213693702197505
"HIV.TAR",0.206,106.595,107.52,7,1,3,4,3,1,0.25,0,0.75,0.107142857142857,0.285714285714286,0.284134752597698
"HIV.TAR",0.206,106.595,107.52,7,1,3,4,3,1,0.25,0,0.75,0.107142857142857,0.285714285714286,0.284134752597698
"HIV.TAR",0.206,106.595,107.52,7,1,3,4,3,1,0.25,0,0.75,0.107142857142857,0.285714285714286,0.284134752597698
"Other",0.206,106.595,107.52,7,1,3,4,3,1,0.25,0,0.75,0.107142857142857,0.285714285714286,0.284134752597698
"HIV.TAR",0.206,106.595,107.52,7,1,3,4,3,1,0.25,0,0.75,0.107142857142857,0.285714285714286,0.284134752597698
"Other",0.206,106.595,107.52,7,1,3,4,3,1,0.25,0,0.75,0.107142857142857,0.285714285714286,0.284134752597698
"HIV.TAR",-0.526,105.463,65.14,3,4,4,5,3,2,0.182,0,0.6,0.148148148148148,0.185185185185185,0.181729414554534
"HIV.TAR",-0.526,105.463,65.14,3,4,4,5,3,2,0.182,0,0.6,0.148148148148148,0.185185185185185,0.181729414554534
"HIV.TAR",-0.458,90.024,116.36,1,4,4,3,3,0,0,0,1,0.173913043478261,0.217391304347826,0.379803439643045
"HIV.TAR",-0.458,90.024,116.36,1,4,4,3,3,0,0,0,1,0.173913043478261,0.217391304347826,0.379803439643045
"Repeat.RNA",-0.458,90.024,116.36,1,4,4,3,3,0,0,0,1,0.173913043478261,0.217391304347826,0.379803439643045
"Other",-0.458,90.024,116.36,1,4,4,3,3,0,0,0,1,0.173913043478261,0.217391304347826,0.379803439643045
"Other",-0.458,90.024,116.36,1,4,4,3,3,0,0,0,1,0.173913043478261,0.217391304347826,0.379803439643045
"Repeat.RNA",-0.458,90.024,116.36,1,4,4,3,3,0,0,0,1,0.173913043478261,0.217391304347826,0.379803439643045
"Other",-0.458,90.024,116.36,1,4,4,3,3,0,0,0,1,0.173913043478261,0.217391304347826,0.379803439643045
"Other",-0.458,90.024,116.36,1,4,4,3,3,0,0,0,1,0.173913043478261,0.217391304347826,0.379803439643045
"Other",-0.458,90.024,116.36,1,4,4,3,3,0,0,0,1,0.173913043478261,0.217391304347826,0.379803439643045
"HIV.TAR",3.163,106.701,10.92,3,1,4,4,2,2,0.4,0,0.5,0.16,0.2,0.0291230287949947
"HIV.TAR",3.163,106.701,10.92,3,1,4,4,2,2,0.4,0,0.5,0.16,0.2,0.0291230287949947
"HIV.TAR",-0.622,55.948,131.11,5,4,0,2,2,0,0,0,1,0,0.428571428571429,0.685657208003431
"HIV.TAR",-0.622,55.948,131.11,5,4,0,2,2,0,0,0,1,0,0.428571428571429,0.685657208003431
"Other",-0.622,55.948,131.11,5,4,0,2,2,0,0,0,1,0,0.428571428571429,0.685657208003431
"HIV.TAR",0.73,98.766,126.37,4,4,8,2,2,0,0.353,0,1,0.32,0.32,0.347660301468828
"tRNA",0.73,98.766,126.37,4,4,8,2,2,0,0.353,0,1,0.32,0.32,0.347660301468828
"HIV.TAR",0.73,98.766,126.37,4,4,8,2,2,0,0.353,0,1,0.32,0.32,0.347660301468828
"HIV.TAR",1.283,99.451,127.41,5,4,6,3,3,0,0.176,0,1,0.230769230769231,0.346153846153846,0.343010827953458
"tRNA",1.283,99.451,127.41,5,4,6,3,3,0,0.176,0,1,0.230769230769231,0.346153846153846,0.343010827953458
"HIV.TAR",1.283,99.451,127.41,5,4,6,3,3,0,0.176,0,1,0.230769230769231,0.346153846153846,0.343010827953458
"HIV.TAR",4.458,88.167,68.01,4,2,2,3,3,0,0.125,0,1,0.0833333333333333,0.333333333333333,0.193566014805623
"HIV.TAR",4.458,88.167,68.01,4,2,2,3,3,0,0.125,0,1,0.0833333333333333,0.333333333333333,0.193566014805623
"HIV.TAR",4.458,88.167,68.01,4,2,2,3,3,0,0.125,0,1,0.0833333333333333,0.333333333333333,0.193566014805623
"Viral.RNA",-0.387,80.927,90.11,6,2,3,3,2,1,0.429,0,0.666666666666667,0.142857142857143,0.333333333333333,0.310352784771325
"Other",-0.387,80.927,90.11,6,2,3,3,2,1,0.429,0,0.666666666666667,0.142857142857143,0.333333333333333,0.310352784771325
"Viral.RNA",0.707,94.899,95.06,6,1,4,3,2,1,0.471,0,0.666666666666667,0.16,0.32,0.274413918726599
"Other",0.707,94.899,95.06,6,1,4,3,2,1,0.471,0,0.666666666666667,0.16,0.32,0.274413918726599
"Viral.RNA",0.953,99.446,95.06,6,1,4,3,2,1,0.5,0,0.666666666666667,0.153846153846154,0.307692307692308,0.263734678363547
"Other",0.953,99.446,95.06,6,1,4,3,2,1,0.5,0,0.666666666666667,0.153846153846154,0.307692307692308,0.263734678363547
"Viral.RNA",1.097,99.516,95.06,6,1,5,3,2,1,0.5,0,0.666666666666667,0.192307692307692,0.307692307692308,0.263734678363547
"Other",1.097,99.516,95.06,6,1,5,3,2,1,0.5,0,0.666666666666667,0.192307692307692,0.307692307692308,0.263734678363547
"Viral.RNA",0.707,97.332,95.06,6,1,4,4,2,2,0.5,0,0.5,0.153846153846154,0.307692307692308,0.265218094871409
"Other",0.707,97.332,95.06,6,1,4,4,2,2,0.5,0,0.5,0.153846153846154,0.307692307692308,0.265218094871409
"Other",0.555,67.768,106.89,6,2,1,3,1,2,0.067,0,0.333333333333333,0.0476190476190476,0.285714285714286,0.374748887743618
"Other",0.555,67.768,106.89,6,2,1,3,1,2,0.067,0,0.333333333333333,0.0476190476190476,0.285714285714286,0.374748887743618
"Other",0.555,67.768,106.89,6,2,1,3,1,2,0.067,0,0.333333333333333,0.0476190476190476,0.285714285714286,0.374748887743618
"Other",0.555,67.768,106.89,6,2,1,3,1,2,0.067,0,0.333333333333333,0.0476190476190476,0.285714285714286,0.374748887743618
"Viral.RNA",3.368,109.735,74.77,6,1,5,3,2,1,0.45,0,0.666666666666667,0.178571428571429,0.285714285714286,0.185754745105833
"Viral.RNA",3.368,109.735,74.77,6,1,5,3,2,1,0.45,0,0.666666666666667,0.178571428571429,0.285714285714286,0.185754745105833
"Other",3.368,109.735,74.77,6,1,5,3,2,1,0.45,0,0.666666666666667,0.178571428571429,0.285714285714286,0.185754745105833
"Other",3.368,109.735,74.77,6,1,5,3,2,1,0.45,0,0.666666666666667,0.178571428571429,0.285714285714286,0.185754745105833
"Viral.RNA",3.368,109.735,74.77,6,1,5,3,2,1,0.45,0,0.666666666666667,0.178571428571429,0.285714285714286,0.185754745105833
"HCV.IRES",2.503,173.413,88.26,6,4,13,5,4,1,0.382,1,0.8,0.302325581395349,0.209302325581395,0.15118683204832
"HCV.IRES",2.503,173.413,88.26,6,4,13,5,4,1,0.382,1,0.8,0.302325581395349,0.209302325581395,0.15118683204832
"HCV.IRES",2.503,173.413,88.26,6,4,13,5,4,1,0.382,1,0.8,0.302325581395349,0.209302325581395,0.15118683204832
"Other",2.503,173.413,88.26,6,4,13,5,4,1,0.382,1,0.8,0.302325581395349,0.209302325581395,0.15118683204832
"HCV.IRES",2.503,173.413,88.26,6,4,13,5,4,1,0.382,1,0.8,0.302325581395349,0.209302325581395,0.15118683204832
"G.Quadruplex",2.503,173.413,88.26,6,4,13,5,4,1,0.382,1,0.8,0.302325581395349,0.209302325581395,0.15118683204832
"miRNA",6.802,199.568,123.45,5,3,12,5,4,1,0.487,2,0.8,0.244897959183673,0.204081632653061,0.185386247629173
"miRNA",6.802,199.568,123.45,5,3,12,5,4,1,0.487,2,0.8,0.244897959183673,0.204081632653061,0.185386247629173
"miRNA",6.802,199.568,123.45,5,3,12,5,4,1,0.487,2,0.8,0.244897959183673,0.204081632653061,0.185386247629173
"Other",6.802,199.568,123.45,5,3,12,5,4,1,0.487,2,0.8,0.244897959183673,0.204081632653061,0.185386247629173
"Other",6.802,199.568,123.45,5,3,12,5,4,1,0.487,2,0.8,0.244897959183673,0.204081632653061,0.185386247629173
"miRNA",4.084,171.82,152.13,6,4,12,6,5,1,0.344,1,0.833333333333333,0.272727272727273,0.272727272727273,0.256233620114668
"Other",4.084,171.82,152.13,6,4,12,6,5,1,0.344,1,0.833333333333333,0.272727272727273,0.272727272727273,0.256233620114668
"Other",4.084,171.82,152.13,6,4,12,6,5,1,0.344,1,0.833333333333333,0.272727272727273,0.272727272727273,0.256233620114668
"HCV.IRES",-2.147,103.856,149.4,3,4,8,2,1,1,0.55,0,0.5,0.285714285714286,0.285714285714286,0.38061366948263
"HIV.TAR",5.137,146.799,104.06,5,3,7,5,5,0,0.069,2,1,0.184210526315789,0.236842105263158,0.205422393133373
"Other",5.137,146.799,104.06,5,3,7,5,5,0,0.069,2,1,0.184210526315789,0.236842105263158,0.205422393133373
"Other",5.137,146.799,104.06,5,3,7,5,5,0,0.069,2,1,0.184210526315789,0.236842105263158,0.205422393133373
"Other",5.137,146.799,104.06,5,3,7,5,5,0,0.069,2,1,0.184210526315789,0.236842105263158,0.205422393133373
"Other",5.137,146.799,104.06,5,3,7,5,5,0,0.069,2,1,0.184210526315789,0.236842105263158,0.205422393133373
"Other",5.137,146.799,104.06,5,3,7,5,5,0,0.069,2,1,0.184210526315789,0.236842105263158,0.205422393133373
"HIV.TAR",0.489,140.841,140.02,2,5,11,3,3,0,0.379,0,1,0.314285714285714,0.171428571428571,0.291285362712894
"HIV.TAR",0.489,140.841,140.02,2,5,11,3,3,0,0.379,0,1,0.314285714285714,0.171428571428571,0.291285362712894
"HIV.TAR",0.489,140.841,140.02,2,5,11,3,3,0,0.379,0,1,0.314285714285714,0.171428571428571,0.291285362712894
"Other",0.489,140.841,140.02,2,5,11,3,3,0,0.379,0,1,0.314285714285714,0.171428571428571,0.291285362712894
"HIV.TAR",0.489,140.841,140.02,2,5,11,3,3,0,0.379,0,1,0.314285714285714,0.171428571428571,0.291285362712894
"HIV.TAR",2.625,118.564,61.69,3,2,6,4,3,1,0.375,0,0.75,0.206896551724138,0.172413793103448,0.157162764984472
"Other",2.625,118.564,61.69,3,2,6,4,3,1,0.375,0,0.75,0.206896551724138,0.172413793103448,0.157162764984472
"HIV.TAR",1.387,122.21,64.93,4,2,6,4,3,1,0.375,0,0.75,0.2,0.2,0.159322566239222
"Other",1.387,122.21,64.93,4,2,6,4,3,1,0.375,0,0.75,0.2,0.2,0.159322566239222
"Riboswitch",1.391,65.005,86.46,4,3,2,3,2,1,0.545,0,0.666666666666667,0.117647058823529,0.352941176470588,0.370635516021863
"Other",1.391,65.005,86.46,4,3,2,3,2,1,0.545,0,0.666666666666667,0.117647058823529,0.352941176470588,0.370635516021863
"Riboswitch",-4.996,38.092,129.55,4,2,5,0,0,0,0.8,0,0,0.416666666666667,0.583333333333333,0.656827354032732
"Riboswitch",-4.996,38.092,129.55,4,2,5,0,0,0,0.8,0,0,0.416666666666667,0.583333333333333,0.656827354032732
"Riboswitch",-4.996,38.092,129.55,4,2,5,0,0,0,0.8,0,0,0.416666666666667,0.583333333333333,0.656827354032732
"Other",-4.996,38.092,129.55,4,2,5,0,0,0,0.8,0,0,0.416666666666667,0.583333333333333,0.656827354032732
"Riboswitch",-4.395,30.257,104.64,3,2,5,0,0,0,0.8,0,0,0.5,0.5,0.701481531138969
"Riboswitch",-4.395,30.257,104.64,3,2,5,0,0,0,0.8,0,0,0.5,0.5,0.701481531138969
"Riboswitch",-4.395,30.257,104.64,3,2,5,0,0,0,0.8,0,0,0.5,0.5,0.701481531138969
"Other",-4.395,30.257,104.64,3,2,5,0,0,0,0.8,0,0,0.5,0.5,0.701481531138969
"Riboswitch",-3.465,33.195,95.41,2,2,4,0,0,0,0.5,0,0,0.4,0.4,0.657175131903404
"Other",-3.465,33.195,95.41,2,2,4,0,0,0,0.5,0,0,0.4,0.4,0.657175131903404
"mRNA",3.009,103.752,42.35,2,2,4,4,4,0,0.286,0,1,0.16,0.16,0.126628453877043
"mRNA",3.009,103.752,42.35,2,2,4,4,4,0,0.286,0,1,0.16,0.16,0.126628453877043
"mRNA",3.009,103.752,42.35,2,2,4,4,4,0,0.286,0,1,0.16,0.16,0.126628453877043
"Repeat.RNA",-1.861,90.307,127.28,2,6,7,2,2,0,0.125,1,1,0.318181818181818,0.272727272727273,0.426550131705061
"Other",-1.861,90.307,127.28,2,6,7,2,2,0,0.125,1,1,0.318181818181818,0.272727272727273,0.426550131705061
"Repeat.RNA",4.26,110.218,100.19,5,3,5,3,3,0,0.053,0,1,0.178571428571429,0.321428571428571,0.241495008122948
"Repeat.RNA",4.26,110.218,100.19,5,3,5,3,3,0,0.053,0,1,0.178571428571429,0.321428571428571,0.241495008122948
"Repeat.RNA",4.26,110.218,100.19,5,3,5,3,3,0,0.053,0,1,0.178571428571429,0.321428571428571,0.241495008122948
"G.Quadruplex",-0.408,103.316,155.28,4,4,5,4,4,0,0,0,1,0.178571428571429,0.285714285714286,0.414739158769671
"G.Quadruplex",-0.408,103.316,155.28,4,4,5,4,4,0,0,0,1,0.178571428571429,0.285714285714286,0.414739158769671
"G.Quadruplex",-0.408,103.316,155.28,4,4,5,4,4,0,0,0,1,0.178571428571429,0.285714285714286,0.414739158769671
"G.Quadruplex",-0.408,103.316,155.28,4,4,5,4,4,0,0,0,1,0.178571428571429,0.285714285714286,0.414739158769671
"G.Quadruplex",-0.408,103.316,155.28,4,4,5,4,4,0,0,0,1,0.178571428571429,0.285714285714286,0.414739158769671
"Other",-0.408,103.316,155.28,4,4,5,4,4,0,0,0,1,0.178571428571429,0.285714285714286,0.414739158769671
"G.Quadruplex",0.529,114.538,129,4,4,5,4,4,0,0,0,1,0.178571428571429,0.285714285714286,0.317311949623653
"G.Quadruplex",0.529,114.538,129,4,4,5,4,4,0,0,0,1,0.178571428571429,0.285714285714286,0.317311949623653
"G.Quadruplex",0.529,114.538,129,4,4,5,4,4,0,0,0,1,0.178571428571429,0.285714285714286,0.317311949623653
"G.Quadruplex",0.529,114.538,129,4,4,5,4,4,0,0,0,1,0.178571428571429,0.285714285714286,0.317311949623653
"G.Quadruplex",0.529,114.538,129,4,4,5,4,4,0,0,0,1,0.178571428571429,0.285714285714286,0.317311949623653
"Other",0.529,114.538,129,4,4,5,4,4,0,0,0,1,0.178571428571429,0.285714285714286,0.317311949623653
"G.Quadruplex",-1.48,112.664,129,2,4,5,4,4,0,0,1,1,0.178571428571429,0.285714285714286,0.257831893605369
"G.Quadruplex",-1.48,112.664,129,2,4,5,4,4,0,0,1,1,0.178571428571429,0.285714285714286,0.257831893605369
"G.Quadruplex",-1.48,112.664,129,2,4,5,4,4,0,0,1,1,0.178571428571429,0.285714285714286,0.257831893605369
"G.Quadruplex",-1.48,112.664,129,2,4,5,4,4,0,0,1,1,0.178571428571429,0.285714285714286,0.257831893605369
"Other",-1.48,112.664,129,2,4,5,4,4,0,0,1,1,0.178571428571429,0.285714285714286,0.257831893605369
"Repeat.RNA",-0.033,71.097,147.35,8,4,1,3,1,2,0.067,0,0.333333333333333,0.0434782608695652,0.347826086956522,0.464490951331688
"Repeat.RNA",-0.033,71.097,147.35,8,4,1,3,1,2,0.067,0,0.333333333333333,0.0434782608695652,0.347826086956522,0.464490951331688
"Repeat.RNA",-0.033,71.097,147.35,8,4,1,3,1,2,0.067,0,0.333333333333333,0.0434782608695652,0.347826086956522,0.464490951331688
"Repeat.RNA",-0.033,71.097,147.35,8,4,1,3,1,2,0.067,0,0.333333333333333,0.0434782608695652,0.347826086956522,0.464490951331688
"Repeat.RNA",-0.033,71.097,147.35,8,4,1,3,1,2,0.067,0,0.333333333333333,0.0434782608695652,0.347826086956522,0.464490951331688
"Repeat.RNA",-0.033,71.097,147.35,8,4,1,3,1,2,0.067,0,0.333333333333333,0.0434782608695652,0.347826086956522,0.464490951331688
"Repeat.RNA",-0.033,71.097,147.35,8,4,1,3,1,2,0.067,0,0.333333333333333,0.0434782608695652,0.347826086956522,0.464490951331688
"Repeat.RNA",-0.033,71.097,147.35,8,4,1,3,1,2,0.067,0,0.333333333333333,0.0434782608695652,0.347826086956522,0.464490951331688
"Other",-0.033,71.097,147.35,8,4,1,3,1,2,0.067,0,0.333333333333333,0.0434782608695652,0.347826086956522,0.464490951331688
"Repeat.RNA",-0.033,71.097,147.35,8,4,1,3,1,2,0.067,0,0.333333333333333,0.0434782608695652,0.347826086956522,0.464490951331688
"Repeat.RNA",-0.033,71.097,147.35,8,4,1,3,1,2,0.067,0,0.333333333333333,0.0434782608695652,0.347826086956522,0.464490951331688
"Repeat.RNA",-0.033,71.097,147.35,8,4,1,3,1,2,0.067,0,0.333333333333333,0.0434782608695652,0.347826086956522,0.464490951331688
"Repeat.RNA",-0.033,71.097,147.35,8,4,1,3,1,2,0.067,0,0.333333333333333,0.0434782608695652,0.347826086956522,0.464490951331688
"G.Quadruplex",0.516,102.011,126.62,5,4,6,4,3,1,0.2,0,0.75,0.222222222222222,0.259259259259259,0.345558797121344
"G.Quadruplex",0.516,102.011,126.62,5,4,6,4,3,1,0.2,0,0.75,0.222222222222222,0.259259259259259,0.345558797121344
"G.Quadruplex",0.516,102.011,126.62,5,4,6,4,3,1,0.2,0,0.75,0.222222222222222,0.259259259259259,0.345558797121344
"G.Quadruplex",0.516,102.011,126.62,5,4,6,4,3,1,0.2,0,0.75,0.222222222222222,0.259259259259259,0.345558797121344
"G.Quadruplex",0.516,102.011,126.62,5,4,6,4,3,1,0.2,0,0.75,0.222222222222222,0.259259259259259,0.345558797121344
"G.Quadruplex",0.516,102.011,126.62,5,4,6,4,3,1,0.2,0,0.75,0.222222222222222,0.259259259259259,0.345558797121344
"Other",0.516,102.011,126.62,5,4,6,4,3,1,0.2,0,0.75,0.222222222222222,0.259259259259259,0.345558797121344
"mRNA",0.516,102.011,126.62,5,4,6,4,3,1,0.2,0,0.75,0.222222222222222,0.259259259259259,0.345558797121344
"Other",0.516,102.011,126.62,5,4,6,4,3,1,0.2,0,0.75,0.222222222222222,0.259259259259259,0.345558797121344
"G.Quadruplex",0.984,107.622,113.48,5,4,6,4,3,1,0.2,0,0.75,0.222222222222222,0.259259259259259,0.2966882707738
"G.Quadruplex",0.984,107.622,113.48,5,4,6,4,3,1,0.2,0,0.75,0.222222222222222,0.259259259259259,0.2966882707738
"G.Quadruplex",0.984,107.622,113.48,5,4,6,4,3,1,0.2,0,0.75,0.222222222222222,0.259259259259259,0.2966882707738
"G.Quadruplex",0.984,107.622,113.48,5,4,6,4,3,1,0.2,0,0.75,0.222222222222222,0.259259259259259,0.2966882707738
"Other",0.984,107.622,113.48,5,4,6,4,3,1,0.2,0,0.75,0.222222222222222,0.259259259259259,0.2966882707738
"G.Quadruplex",0.984,107.622,113.48,5,4,6,4,3,1,0.2,0,0.75,0.222222222222222,0.259259259259259,0.2966882707738
"Other",0.984,107.622,113.48,5,4,6,4,3,1,0.2,0,0.75,0.222222222222222,0.259259259259259,0.2966882707738
"Other",4.018,100.828,63.41,4,0,3,4,3,1,0.25,0,0.75,0.115384615384615,0.230769230769231,0.172095598412845
"Other",3.714,105.707,72.64,5,0,4,4,3,1,0.286,0,0.75,0.142857142857143,0.25,0.182290882444465
"Other",3.54,103.715,114.63,4,4,4,5,5,0,0,0,1,0.142857142857143,0.25,0.309502980819077
"Other",3.54,103.715,114.63,4,4,4,5,5,0,0,0,1,0.142857142857143,0.25,0.309502980819077
"Other",3.54,103.715,114.63,4,4,4,5,5,0,0,0,1,0.142857142857143,0.25,0.309502980819077
"Other",3.54,103.715,114.63,4,4,4,5,5,0,0,0,1,0.142857142857143,0.25,0.309502980819077
"Other",3.54,103.715,114.63,4,4,4,5,5,0,0,0,1,0.142857142857143,0.25,0.309502980819077
"Other",3.54,103.715,114.63,4,4,4,5,5,0,0,0,1,0.142857142857143,0.25,0.309502980819077
"Other",0.937,113.887,84.41,5,1,2,6,4,2,0.364,0,0.666666666666667,0.0666666666666667,0.266666666666667,0.20972366466078
"Other",0.937,113.887,84.41,5,1,2,6,4,2,0.364,0,0.666666666666667,0.0666666666666667,0.266666666666667,0.20972366466078
"Other",2.233,121.985,68.08,5,1,3,5,4,1,0.375,0,0.8,0.0967741935483871,0.225806451612903,0.162668062056623
"Other",2.233,121.985,68.08,5,1,3,5,4,1,0.375,0,0.8,0.0967741935483871,0.225806451612903,0.162668062056623
"Other",2.233,121.985,68.08,5,1,3,5,4,1,0.375,0,0.8,0.0967741935483871,0.225806451612903,0.162668062056623
"Other",2.233,121.985,68.08,5,1,3,5,4,1,0.375,0,0.8,0.0967741935483871,0.225806451612903,0.162668062056623
"Other",2.233,121.985,68.08,5,1,3,5,4,1,0.375,0,0.8,0.0967741935483871,0.225806451612903,0.162668062056623
"Other",2.233,121.985,68.08,5,1,3,5,4,1,0.375,0,0.8,0.0967741935483871,0.225806451612903,0.162668062056623
"Other",2.233,121.985,68.08,5,1,3,5,4,1,0.375,0,0.8,0.0967741935483871,0.225806451612903,0.162668062056623
"Other",2.233,121.985,68.08,5,1,3,5,4,1,0.375,0,0.8,0.0967741935483871,0.225806451612903,0.162668062056623
"Other",2.233,121.985,68.08,5,1,3,5,4,1,0.375,0,0.8,0.0967741935483871,0.225806451612903,0.162668062056623
"Ribozyme",2.233,121.985,68.08,5,1,3,5,4,1,0.375,0,0.8,0.0967741935483871,0.225806451612903,0.162668062056623
"Other",2.233,121.985,68.08,5,1,3,5,4,1,0.375,0,0.8,0.0967741935483871,0.225806451612903,0.162668062056623
"Other",2.233,121.985,68.08,5,1,3,5,4,1,0.375,0,0.8,0.0967741935483871,0.225806451612903,0.162668062056623
"Other",2.233,121.985,68.08,5,1,3,5,4,1,0.375,0,0.8,0.0967741935483871,0.225806451612903,0.162668062056623
"Ribozyme",2.233,121.985,68.08,5,1,3,5,4,1,0.375,0,0.8,0.0967741935483871,0.225806451612903,0.162668062056623
"Ribozyme",2.233,121.985,68.08,5,1,3,5,4,1,0.375,0,0.8,0.0967741935483871,0.225806451612903,0.162668062056623
"Other",2.233,121.985,68.08,5,1,3,5,4,1,0.375,0,0.8,0.0967741935483871,0.225806451612903,0.162668062056623
"mRNA",1.054,121.105,72.24,5,1,3,5,4,1,0.391,0,0.8,0.0967741935483871,0.258064516129032,0.17260617645302
"Other",1.054,121.105,72.24,5,1,3,5,4,1,0.391,0,0.8,0.0967741935483871,0.258064516129032,0.17260617645302
"Other",1.054,121.105,72.24,5,1,3,5,4,1,0.391,0,0.8,0.0967741935483871,0.258064516129032,0.17260617645302
"Other",1.054,121.105,72.24,5,1,3,5,4,1,0.391,0,0.8,0.0967741935483871,0.258064516129032,0.17260617645302
"mRNA",1.054,121.105,72.24,5,1,3,5,4,1,0.391,0,0.8,0.0967741935483871,0.258064516129032,0.17260617645302
"Other",1.054,121.105,72.24,5,1,3,5,4,1,0.391,0,0.8,0.0967741935483871,0.258064516129032,0.17260617645302
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"Other",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"Other",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"Other",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"Other",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"Other",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"Other",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"Other",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"Ribozyme",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"Ribozyme",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"Ribozyme",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"Ribozyme",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"Other",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"Other",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"Other",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
"mRNA",0.791,109.177,59.35,4,1,2,5,4,1,0.286,0,0.8,0.0689655172413793,0.275862068965517,0.150846621899829
